hero_id,name_mine,primary_attr,games,wins_mine,win_rate_mine,pick_rate,p_value,q_value,significant,ci_low,ci_high,outside_tolerance,action,name_live,picks,wins_live,win_rate_live,delta_pp,mine_offset_pp,predicted_dir,actual_dir,matches_prediction,patch_touched
27,Shadow Shaman,int,8926,4660.0,0.5220703562626037,0.1659046132114048,3.177551258342801e-05,0.0001668214410629,True,0.5117005484090213,0.5324211755674795,False,within tolerance,Shadow Shaman,509554,263800,0.5177,-0.4370356262603625,2.2070356262603674,0,-1.0,,untouched
22,Zeus,int,9819,5128.0,0.5222527752316937,0.1825025092004014,1.079082132012616e-05,6.180197665163164e-05,True,0.5123660696737642,0.5321220758218128,False,within tolerance,Zeus,635969,326639,0.5136,-0.8652775231693721,2.2252775231693667,0,-1.0,,untouched
88,Nyx Assassin,all,3103,1622.0,0.5227199484369964,0.0576744358945764,0.0119499957898297,0.0268874905271168,True,0.5051283881032852,0.5402553245414924,False,within tolerance,Nyx Assassin,216571,112275,0.5184,-0.4319948436996457,2.271994843699643,0,-1.0,,untouched
5,Crystal Maiden,int,7052,3692.0,0.5235394214407261,0.1310731943050444,8.07136418144171e-05,0.0003632113881648,True,0.5118729514932846,0.5351802599397698,False,within tolerance,Crystal Maiden,425605,219111,0.5148,-0.8739421440726036,2.353942144072607,0,-1.0,,untouched
54,Lifestealer,str,6135,3214.0,0.523879380603097,0.1140292182446749,0.0001925077090878,0.0007350294346991,True,0.5113710752980064,0.5363578002504895,False,within tolerance,Lifestealer,360432,189185,0.5249,0.10206193969030108,2.3879380603097022,0,1.0,,untouched
36,Necrophos,int,8715,4566.0,0.5239242685025818,0.1619828259172521,8.31330295473752e-06,5.450035623332694e-05,True,0.5134305921304735,0.5343968631535229,False,within tolerance,Necrophos,549139,285637,0.5202,-0.37242685025817845,2.392426850258178,0,-1.0,,untouched
91,Io,all,3175,1665.0,0.5244094488188976,0.0590126761086948,0.0062660838377619,0.014896727614302,True,0.5070192947163247,0.541740607911063,False,within tolerance,Io,151728,77186,0.5087,-1.5709448818897576,2.4409448818897617,0,-1.0,,untouched
135,Dawnbreaker,str,5171,2712.0,0.5244633533165732,0.0961116687112003,0.0004565482832979,0.0015547319917713,True,0.510838596330534,0.5380517903631015,False,within tolerance,Dawnbreaker,283164,146814,0.5185,-0.5963353316573272,2.4463353316573233,0,-1.0,,untouched
71,Spirit Breaker,str,8300,4364.0,0.5257831325301204,0.1542693580164306,2.7599381416306302e-06,2.045601210855644e-05,True,0.5150312945439244,0.5365111153301658,False,within tolerance,Spirit Breaker,490813,253888,0.5173,-0.8483132530120452,2.5783132530120434,0,-1.0,,untouched
104,Legion Commander,str,8502,4471.0,0.5258762644083745,0.1580238652838184,1.9161188648794218e-06,1.6095398464987145e-05,True,0.5152530641478261,0.5364760918833757,False,within tolerance,Legion Commander,484860,255024,0.526,0.012373559162548453,2.587626440837454,0,1.0,,untouched
31,Lich,int,5858,3086.0,0.5268009559576647,0.108880710754247,4.306104874905627e-05,0.0002009515608289,True,0.5140020439967263,0.5395647408107174,False,within tolerance,Lich,344497,180574,0.5242,-0.2600955957664741,2.680095595766474,0,-1.0,,untouched
20,Vengeful Spirit,agi,6884,3627.0,0.5268739105171412,0.1279506338054347,8.65085019576618e-06,5.450035623332694e-05,True,0.5150679760798096,0.5386498689391361,False,within tolerance,Vengeful Spirit,427671,227918,0.5329,0.6026089482858876,2.6873910517141164,0,1.0,,untouched
50,Dazzle,all,2999,1582.0,0.5275091697232411,0.0557414222519608,0.0027410349809678,0.0073483065447222,True,0.5096175563239393,0.5453303995580874,False,within tolerance,Dazzle,161218,81637,0.5064,-2.1109169723241172,2.7509169723241134,0,-1.0,,untouched
60,Night Stalker,str,3770,1989.0,0.5275862068965518,0.0700717445448124,0.0007459981691495,0.0022925797393375,True,0.5116299909240043,0.5434862619100507,False,within tolerance,Night Stalker,235458,123389,0.524,-0.3586206896551758,2.758620689655178,0,-1.0,,untouched
2,Axe,str,10724,5658.0,0.5276016411786647,0.1993234452250845,1.1403146829360637e-08,1.5964405561104894e-07,True,0.5181446378797104,0.5370388771146545,False,within tolerance,Axe,632712,327412,0.5175,-1.0101641178664744,2.7601641178664704,0,-1.0,,untouched
52,Leshrac,int,1575,837.0,0.5314285714285715,0.0292740046838407,0.0135099905777991,0.0298641896982929,True,0.5067375882818727,0.5559666176704764,False,within tolerance,Leshrac,90910,46899,0.5159,-1.5528571428571447,3.1428571428571472,0,-1.0,,untouched
102,Abaddon,all,2265,1212.0,0.5350993377483444,0.042098806735809,0.0008965993769679,0.0026897981309039,True,0.5145167074651457,0.5555631120752843,False,within tolerance,Abaddon,144380,73819,0.5113,-2.379933774834442,3.5099337748344395,0,-1.0,,untouched
128,Snapfire,all,11117,6027.0,0.5421426643878744,0.2066280063938143,6.536579813347359e-19,4.118045282408836e-17,True,0.5328683054422192,0.5513879087543065,True,nerf candidate,Snapfire,635423,336175,0.5291,-1.304266438787438,4.21426643878744,-1,-1.0,1.0,nerf
42,Wraith King,str,6381,3468.0,0.5434884814292431,0.1186015389762462,3.932682441706413e-12,9.910359753100162e-11,True,0.531244458546175,0.5556801743643675,True,nerf candidate,Wraith King,413148,225546,0.5459,0.2411518570756943,4.348848142924311,-1,1.0,0.0,untouched
67,Spectre,agi,6989,3818.0,0.5462870224638718,0.1299022341176907,1.0530853017446911e-14,4.422958267327702e-13,True,0.5345928722563227,0.5579303178960697,True,nerf candidate,Spectre,431845,233936,0.5417,-0.45870224638718815,4.628702246387184,-1,-1.0,1.0,nerf
